,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
18,2020-01-19,-17593.434906574224,8.990563646537591,8.964584064061478,9.132230642012143,8.796937486110814,2020-01-19 07:00:00,2020-01-19 05:30:00,8.879958153492371,8.91899986380196,9.058627525405749,8.799948051417175,2020-01-19 11:00:00,2020-01-19 09:30:00,0.0011947936172353455,0.8667907237393995,0.02810697495463769,0.0031788438744372234
19,2020-01-20,-17604.87682299547,9.188938987348305,8.990855524050778,9.156845264347153,8.825506840151874,2020-01-20 03:30:00,2020-01-20 05:30:00,9.094483854391582,8.903407799260211,9.046810083195927,8.813801652819325,2020-01-20 12:00:00,2020-01-20 10:30:00,0.021000136762907184,0.09967443065487369,0.12308804720474387,0.013560402729185475
20,2020-01-21,-17491.432614936555,9.202921923202794,9.086295637042841,9.251828430021096,8.920762844064587,2020-01-21 04:30:00,2020-01-21 04:30:00,9.013171537834168,9.014020690863354,9.160797583583996,8.894586427358004,2020-01-21 12:00:00,2020-01-21 11:00:00,0.003414174102164993,0.8239651490068833,0.04589530973010081,0.005059535864294139
21,2020-01-22,-17542.677714438225,9.365641817989403,9.16653820524394,9.333625219814463,8.999788320017396,2020-01-22 04:30:00,2020-01-22 04:30:00,9.126664154426885,9.046691183811157,9.19832867279733,8.925440649410726,2020-01-22 12:00:00,2020-01-22 12:00:00,0.010073913448096009,0.7059113646709051,0.07611039524932979,0.008255226108229173
22,2020-01-23,-17550.519242001614,9.497857930896355,9.287921622952963,9.455598140875574,9.120245105030351,2020-01-23 04:30:00,2020-01-23 04:30:00,9.368490472021133,9.140850341522064,9.293249074160345,8.988451608883784,2020-01-23 12:00:00,2020-01-23 12:00:00,0.02647991774830243,0.5415696984482584,0.13519466763089968,0.014459225655386368
23,2020-01-24,-17532.872109229018,9.215686058300935,9.452142273422352,9.623855986593849,9.280428560250854,2020-01-24 04:30:00,2020-01-24 04:30:00,9.1584468975166,9.342332153068904,9.497585829964688,9.18707847617312,2020-01-24 09:30:00,2020-01-24 12:00:00,0.02740498280826692,-3.6357364878748273,0.13471023031066945,0.014751681324037286
24,2020-01-25,-17503.466594242385,9.196457448607553,9.283857497824478,9.457341514986496,9.11037348066246,2020-01-25 05:30:00,2020-01-25 04:30:00,9.042714305580832,9.14120621093429,9.298061627224378,8.984350794644204,2020-01-25 12:00:00,2020-01-25 12:00:00,0.005167119958213152,0.6825604817121741,0.060493972716120226,0.006693113472898737
25,2020-01-26,-17625.73474005603,9.291152322168353,9.273127144537844,9.44308441519313,9.103169873882557,2020-01-26 05:30:00,2020-01-26 04:30:00,9.16298562709937,9.136922361674669,9.290474079948426,8.983370643400912,2020-01-26 12:00:00,2020-01-26 12:00:00,0.0008246849292327115,0.9718121663711472,0.02116085474276171,0.002341470887893382
26,2020-01-27,-17639.544364534642,9.310823512554427,9.27939968689665,9.448687040108236,9.110112333685063,2020-01-27 05:30:00,2020-01-27 04:30:00,9.081616831656305,9.15427693005807,9.307311849614832,9.00124201050131,2020-01-27 12:00:00,2020-01-27 12:00:00,0.002464118800015434,0.9082829549742379,0.03675587342909026,0.004065296756311736
27,2020-01-28,-17666.18480485964,9.42148016559866,9.219338503388997,9.390740998623558,9.047936008154435,2020-01-28 04:00:00,2020-01-28 05:30:00,9.278016777301689,9.043217397541754,9.196058027506266,8.953175323551536,2020-01-28 12:00:00,2020-01-28 12:00:00,0.027158134232140103,0.2713369796866387,0.13979503841172872,0.015109061667013054
28,2020-01-29,-17519.327230145635,9.285368063915113,9.336090490531628,9.510051279247618,9.162129701815639,2020-01-29 04:30:00,2020-01-29 05:30:00,9.156750758855196,9.165893070543765,9.3209379373267,9.01084820376083,2020-01-29 12:00:00,2020-01-29 12:00:00,0.002478912825391349,0.8573945814376738,0.038716613809996504,0.004242981701690615
29,2020-01-30,-17496.024711943264,9.391029764180555,9.283879944326133,9.456972627404278,9.111412903823322,2020-01-30 04:30:00,2020-01-30 04:30:00,9.156290650552783,9.12617406377241,9.28218484368841,8.97016328385641,2020-01-30 12:00:00,2020-01-30 12:00:00,0.004276098530152079,0.8769482275366882,0.05691180795449199,0.0061939736810900535
30,2020-01-31,-17492.889460415612,9.483778479104569,9.305044381160629,9.478650862871511,9.13366521186834,2020-01-31 03:00:00,2020-01-31 04:30:00,9.333698946499085,9.117844981054086,9.273099205171011,8.99141818552932,2020-01-31 12:00:00,2020-01-31 12:00:00,0.02190772273258904,0.5015692846311026,0.12467246233717018,0.013356678223559593
31,2020-02-01,-17446.80845353146,9.520441498832751,9.438115456986278,9.610266374222782,9.26689720356785,2020-02-01 05:00:00,2020-02-01 04:30:00,9.39666806016589,9.272316427479057,9.427927339368122,9.116705515589992,2020-02-01 12:00:00,2020-02-01 12:00:00,0.009455539441430946,0.8096551866755304,0.08639651137736548,0.009297443244214847
32,2020-02-02,-17405.969061559426,9.300113432006269,9.555624662374113,9.730671155702305,9.38057816904592,2020-02-02 02:30:00,2020-02-02 04:30:00,9.257130442052183,9.406593882974914,9.564991936387756,9.248195829562071,2020-02-02 12:00:00,2020-02-02 12:00:00,0.03827502554373303,-1.8004583527318863,0.1668117633140259,0.01821139675292002
33,2020-02-03,-17385.585161243613,9.281947290529752,9.386298636819498,9.562589997425942,9.210007276213055,2020-02-03 04:00:00,2020-02-03 04:30:00,9.132542060426985,9.229397739689004,9.38889972562036,9.069895753757647,2020-02-03 08:30:00,2020-02-03 12:00:00,0.013902932015084135,0.34184505002847765,0.10274504867527894,0.011309248296809992
34,2020-02-04,-17338.82212565441,9.007909572884472,9.384919113129484,9.56327015524218,9.207818409593623,2020-02-04 05:30:00,2020-02-04 03:30:00,8.97687498330881,9.259636541465506,9.422336465560765,9.096936617370247,2020-02-04 07:30:00,2020-02-04 12:00:00,0.05916566484145772,-7.90585588659234,0.1942137383446161,0.021690370086660207
