,DAILY_SOLAR_EXPOSURE,DATE
3047,13.7,2018-05-06
3048,13.5,2018-05-07
3049,11.5,2018-05-08
3050,13.1,2018-05-09
3051,11.7,2018-05-10
3052,12.9,2018-05-11
3053,5.9,2018-05-12
3054,8.4,2018-05-13
3055,10.7,2018-05-14
3056,12.7,2018-05-15
3057,11.9,2018-05-16
3058,12.5,2018-05-17
3059,12.4,2018-05-18
3060,11.4,2018-05-19
3061,12.2,2018-05-20
3062,12.1,2018-05-21
3063,12.1,2018-05-22
3064,12.0,2018-05-23
3065,8.8,2018-05-24
3066,7.6,2018-05-25
3067,11.7,2018-05-26
3068,11.1,2018-05-27
3069,9.4,2018-05-28
3070,11.5,2018-05-29
3071,8.0,2018-05-30
3072,11.2,2018-05-31
3073,8.4,2018-06-01
3074,4.6,2018-06-02
3075,8.7,2018-06-03
3076,8.7,2018-06-04
3077,6.5,2018-06-05
3078,6.3,2018-06-06
3079,10.3,2018-06-07
3080,5.1,2018-06-08
3081,5.6,2018-06-09
3082,7.5,2018-06-10
3083,10.6,2018-06-11
3084,8.1,2018-06-12
3085,10.2,2018-06-13
3086,11.0,2018-06-14
3087,10.2,2018-06-15
3088,10.9,2018-06-16
3089,10.9,2018-06-17
3090,8.6,2018-06-18
3091,6.9,2018-06-19
3092,9.8,2018-06-20
3093,8.5,2018-06-21
3094,11.0,2018-06-22
3095,10.9,2018-06-23
3096,10.4,2018-06-24
3097,11.0,2018-06-25
3098,10.2,2018-06-26
3099,8.8,2018-06-27
3100,7.6,2018-06-28
3101,10.8,2018-06-29
3102,11.1,2018-06-30
3103,11.0,2018-07-01
3104,7.0,2018-07-02
3105,9.7,2018-07-03
3106,11.0,2018-07-04
3107,11.3,2018-07-05
3108,10.9,2018-07-06
3109,9.6,2018-07-07
3110,11.4,2018-07-08
3111,10.1,2018-07-09
3112,11.5,2018-07-10
3113,11.2,2018-07-11
3114,11.5,2018-07-12
3115,11.7,2018-07-13
3116,11.8,2018-07-14
3117,11.8,2018-07-15
3118,11.4,2018-07-16
3119,12.0,2018-07-17
3120,12.0,2018-07-18
3121,9.4,2018-07-19
3122,11.9,2018-07-20
3123,12.3,2018-07-21
3124,12.4,2018-07-22
3125,12.5,2018-07-23
3126,12.5,2018-07-24
3127,12.5,2018-07-25
3128,12.7,2018-07-26
3129,12.8,2018-07-27
3130,9.6,2018-07-28
3131,12.9,2018-07-29
3132,13.1,2018-07-30
3133,13.1,2018-07-31
3134,13.2,2018-08-01
3135,12.1,2018-08-02
3136,13.3,2018-08-03
3137,13.3,2018-08-04
3138,13.4,2018-08-05
3139,6.3,2018-08-06
3140,13.8,2018-08-07
3141,12.4,2018-08-08
3142,14.1,2018-08-09
3143,14.1,2018-08-10
3144,14.0,2018-08-11
3145,13.6,2018-08-12
3146,14.5,2018-08-13
3147,14.7,2018-08-14
3148,14.9,2018-08-15
3149,14.9,2018-08-16
3150,15.1,2018-08-17
3151,14.1,2018-08-18
3152,15.4,2018-08-19
3153,15.4,2018-08-20
3154,15.6,2018-08-21
3155,12.1,2018-08-22
3156,10.3,2018-08-23
3157,11.1,2018-08-24
3158,10.4,2018-08-25
3159,7.9,2018-08-26
3160,6.0,2018-08-27
3161,13.6,2018-08-28
3162,16.9,2018-08-29
3163,16.9,2018-08-30
3164,8.7,2018-08-31
3165,15.8,2018-09-01
3166,10.6,2018-09-02
3167,8.8,2018-09-03
3168,14.8,2018-09-04
3169,11.8,2018-09-05
3170,13.7,2018-09-06
3171,14.4,2018-09-07
3172,4.6,2018-09-08
3173,18.5,2018-09-09
3174,18.9,2018-09-10
3175,19.2,2018-09-11
3176,18.4,2018-09-12
3177,19.4,2018-09-13
3178,18.7,2018-09-14
3179,16.2,2018-09-15
3180,19.9,2018-09-16
3181,19.1,2018-09-17
3182,20.3,2018-09-18
3183,19.9,2018-09-19
3184,13.1,2018-09-20
3185,21.0,2018-09-21
3186,18.9,2018-09-22
3187,18.9,2018-09-23
3188,11.5,2018-09-24
3189,15.8,2018-09-25
3190,9.3,2018-09-26
3191,22.1,2018-09-27
3192,20.2,2018-09-28
3193,21.7,2018-09-29
3194,22.0,2018-09-30
3195,21.8,2018-10-01
3196,23.2,2018-10-02
3197,16.5,2018-10-03
3198,6.1,2018-10-04
3199,8.4,2018-10-05
3200,15.5,2018-10-06
3201,10.7,2018-10-07
3202,15.5,2018-10-08
3203,20.5,2018-10-09
3204,4.3,2018-10-10
3205,14.9,2018-10-11
3206,12.3,2018-10-12
3207,19.5,2018-10-13
3208,17.6,2018-10-14
3209,16.6,2018-10-15
3210,21.5,2018-10-16
3211,13.4,2018-10-17
3212,14.1,2018-10-18
3213,23.9,2018-10-19
3214,16.5,2018-10-20
3215,14.6,2018-10-21
3216,22.8,2018-10-22
3217,26.6,2018-10-23
3218,13.7,2018-10-24
3219,21.9,2018-10-25
3220,22.4,2018-10-26
3221,26.9,2018-10-27
3222,17.9,2018-10-28
3223,13.5,2018-10-29
3224,27.8,2018-10-30
3225,27.4,2018-10-31
3226,26.6,2018-11-01
3227,27.3,2018-11-02
3228,26.3,2018-11-03
3229,24.5,2018-11-04
3230,14.9,2018-11-05
3231,15.6,2018-11-06
3232,4.9,2018-11-07
3233,24.0,2018-11-08
3234,24.3,2018-11-09
3235,22.4,2018-11-10
3236,29.4,2018-11-11
3237,26.9,2018-11-12
3238,27.5,2018-11-13
3239,6.3,2018-11-14
3240,14.1,2018-11-15
3241,10.6,2018-11-16
3242,18.0,2018-11-17
3243,22.0,2018-11-18
3244,20.7,2018-11-19
3245,25.2,2018-11-20
3246,8.9,2018-11-21
3247,26.4,2018-11-22
3248,30.8,2018-11-23
3249,27.8,2018-11-24
3250,25.5,2018-11-25
3251,22.9,2018-11-26
3252,23.1,2018-11-27
3253,2.9,2018-11-28
3254,15.4,2018-11-29
3255,30.6,2018-11-30
3256,30.3,2018-12-01
3257,29.0,2018-12-02
3258,31.5,2018-12-03
3259,21.1,2018-12-04
3260,7.3,2018-12-05
3261,27.1,2018-12-06
3262,30.9,2018-12-07
3263,30.9,2018-12-08
3264,30.9,2018-12-09
3265,14.6,2018-12-10
3266,11.0,2018-12-11
3267,6.3,2018-12-12
3268,20.4,2018-12-13
3269,7.1,2018-12-14
3270,18.5,2018-12-15
3271,31.0,2018-12-16
3272,32.0,2018-12-17
3273,21.6,2018-12-18
3274,5.6,2018-12-19
3275,25.6,2018-12-20
3276,7.1,2018-12-21
3277,18.5,2018-12-22
3278,27.7,2018-12-23
3279,32.0,2018-12-24
3280,32.2,2018-12-25
3281,32.1,2018-12-26
3282,31.4,2018-12-27
3283,31.8,2018-12-28
3284,32.1,2018-12-29
3285,28.7,2018-12-30
3286,23.2,2018-12-31
3287,32.0,2019-01-01
3288,23.9,2019-01-02
3289,24.1,2019-01-03
3290,30.4,2019-01-04
3291,19.8,2019-01-05
3292,3.7,2019-01-06
3293,8.6,2019-01-07
3294,28.7,2019-01-08
3295,28.2,2019-01-09
3296,7.4,2019-01-10
3297,13.8,2019-01-11
3298,31.2,2019-01-12
3299,20.5,2019-01-13
3300,29.1,2019-01-14
3301,31.1,2019-01-15
3302,30.4,2019-01-16
3303,30.1,2019-01-17
3304,30.2,2019-01-18
3305,11.4,2019-01-19
3306,9.1,2019-01-20
3307,10.4,2019-01-21
3308,29.5,2019-01-22
3309,20.4,2019-01-23
3310,16.4,2019-01-24
3311,30.1,2019-01-25
3312,28.1,2019-01-26
3313,27.5,2019-01-27
3314,19.7,2019-01-28
3315,28.9,2019-01-29
3316,14.6,2019-01-30
3317,26.0,2019-01-31
3318,4.5,2019-02-01
3319,11.0,2019-02-02
3320,29.3,2019-02-03
3321,22.9,2019-02-04
3322,11.3,2019-02-05
3323,27.2,2019-02-06
3324,28.5,2019-02-07
3325,21.9,2019-02-08
3326,22.7,2019-02-09
3327,28.2,2019-02-10
3328,28.0,2019-02-11
3329,27.8,2019-02-12
3330,25.7,2019-02-13
3331,20.6,2019-02-14
3332,25.8,2019-02-15
3333,23.5,2019-02-16
3334,27.0,2019-02-17
3335,26.6,2019-02-18
3336,23.4,2019-02-19
3337,5.3,2019-02-20
3338,5.2,2019-02-21
3339,14.9,2019-02-22
3340,12.8,2019-02-23
3341,14.4,2019-02-24
3342,19.8,2019-02-25
3343,23.5,2019-02-26
3344,18.5,2019-02-27
3345,23.6,2019-02-28
3346,20.4,2019-03-01
3347,19.7,2019-03-02
3348,20.7,2019-03-03
3349,23.4,2019-03-04
3350,21.8,2019-03-05
3351,12.4,2019-03-06
3352,9.9,2019-03-07
3353,22.1,2019-03-08
3354,6.0,2019-03-09
3355,20.6,2019-03-10
3356,18.7,2019-03-11
3357,22.4,2019-03-12
3358,5.0,2019-03-13
3359,10.6,2019-03-14
3360,9.0,2019-03-15
3361,7.8,2019-03-16
3362,3.3,2019-03-17
3363,8.9,2019-03-18
3364,14.6,2019-03-19
3365,16.3,2019-03-20
3366,17.4,2019-03-21
3367,12.9,2019-03-22
3368,17.5,2019-03-23
3369,18.0,2019-03-24
3370,4.5,2019-03-25
3371,20.2,2019-03-26
3372,14.0,2019-03-27
3373,17.6,2019-03-28
3374,15.9,2019-03-29
3375,14.4,2019-03-30
3376,19.2,2019-03-31
3377,15.3,2019-04-01
3378,10.0,2019-04-02
3379,17.8,2019-04-03
3380,9.0,2019-04-04
3381,8.9,2019-04-05
3382,15.6,2019-04-06
3383,18.0,2019-04-07
3384,17.3,2019-04-08
3385,11.9,2019-04-09
3386,16.4,2019-04-10
3387,9.2,2019-04-11
3388,10.7,2019-04-12
3389,15.6,2019-04-13
3390,15.1,2019-04-14
3391,14.8,2019-04-15
3392,14.8,2019-04-16
3393,13.0,2019-04-17
3394,16.1,2019-04-18
3395,12.2,2019-04-19
3396,12.9,2019-04-20
3397,13.6,2019-04-21
3398,14.4,2019-04-22
3399,12.9,2019-04-23
3400,14.7,2019-04-24
3401,14.7,2019-04-25
3402,15.0,2019-04-26
3403,14.4,2019-04-27
3404,14.6,2019-04-28
3405,10.5,2019-04-29
3406,13.7,2019-04-30
3407,8.6,2019-05-01
3408,10.4,2019-05-02
3409,4.7,2019-05-03
3410,12.2,2019-05-04
3411,8.3,2019-05-05
3412,13.7,2019-05-06
3413,13.6,2019-05-07
3414,12.3,2019-05-08
3415,13.3,2019-05-09
3416,6.0,2019-05-10
3417,12.8,2019-05-11
3418,13.0,2019-05-12
3419,12.5,2019-05-13
3420,12.8,2019-05-14
3421,12.2,2019-05-15
3422,11.9,2019-05-16
3423,12.5,2019-05-17
3424,12.1,2019-05-18
3425,10.8,2019-05-19
3426,9.3,2019-05-20
3427,11.9,2019-05-21
3428,12.1,2019-05-22
3429,11.3,2019-05-23
3430,11.6,2019-05-24
3431,11.8,2019-05-25
3432,10.0,2019-05-26
3433,7.1,2019-05-27
3434,11.6,2019-05-28
3435,11.6,2019-05-29
3436,11.5,2019-05-30
3437,11.5,2019-05-31
3438,10.1,2019-06-01
3439,9.5,2019-06-02
3440,9.2,2019-06-03
3441,5.6,2019-06-04
3442,7.0,2019-06-05
3443,11.2,2019-06-06
3444,6.0,2019-06-07
3445,4.9,2019-06-08
3446,11.1,2019-06-09
3447,9.0,2019-06-10
3448,11.0,2019-06-11
3449,9.5,2019-06-12
3450,5.7,2019-06-13
3451,10.3,2019-06-14
3452,10.8,2019-06-15
3453,4.0,2019-06-16
3454,6.7,2019-06-17
3455,8.5,2019-06-18
3456,10.9,2019-06-19
3457,9.1,2019-06-20
3458,10.9,2019-06-21
3459,9.6,2019-06-22
3460,9.5,2019-06-23
3461,9.8,2019-06-24
3462,8.9,2019-06-25
3463,9.5,2019-06-26
3464,10.5,2019-06-27
3465,10.6,2019-06-28
3466,10.9,2019-06-29
3467,11.0,2019-06-30
3468,10.9,2019-07-01
3469,9.6,2019-07-02
3470,8.8,2019-07-03
3471,7.3,2019-07-04
3472,8.6,2019-07-05
3473,10.7,2019-07-06
3474,9.5,2019-07-07
3475,9.8,2019-07-08
3476,11.5,2019-07-09
3477,11.5,2019-07-10
3478,11.6,2019-07-11
3479,11.4,2019-07-12
3480,11.7,2019-07-13
3481,11.8,2019-07-14
3482,11.3,2019-07-15
3483,11.9,2019-07-16
3484,12.0,2019-07-17
3485,12.0,2019-07-18
3486,12.1,2019-07-19
3487,12.2,2019-07-20
3488,12.3,2019-07-21
3489,10.7,2019-07-22
3490,12.4,2019-07-23
3491,12.2,2019-07-24
3492,12.6,2019-07-25
3493,9.9,2019-07-26
3494,10.0,2019-07-27
3495,12.9,2019-07-28
3496,12.2,2019-07-29
3497,7.8,2019-07-30
3498,12.0,2019-07-31
3499,13.3,2019-08-01
3500,12.0,2019-08-02
3501,13.5,2019-08-03
3502,12.6,2019-08-04
3503,13.6,2019-08-05
3504,13.8,2019-08-06
3505,13.9,2019-08-07
3506,12.2,2019-08-08
3507,13.8,2019-08-09
3508,13.6,2019-08-10
3509,11.5,2019-08-11
3510,14.0,2019-08-12
3511,14.7,2019-08-13
3512,14.7,2019-08-14
3513,14.9,2019-08-15
3514,15.0,2019-08-16
3515,14.6,2019-08-17
3516,14.7,2019-08-18
3517,15.1,2019-08-19
3518,15.6,2019-08-20
3519,15.7,2019-08-21
3520,10.2,2019-08-22
3521,15.4,2019-08-23
3522,16.1,2019-08-24
3523,16.0,2019-08-25
3524,7.0,2019-08-26
3525,14.7,2019-08-27
3526,15.9,2019-08-28
3527,7.8,2019-08-29
3528,9.0,2019-08-30
3529,13.4,2019-08-31
3530,17.4,2019-09-01
3531,17.1,2019-09-02
3532,17.7,2019-09-03
3533,17.9,2019-09-04
3534,18.0,2019-09-05
3535,14.6,2019-09-06
3536,18.3,2019-09-07
3537,18.6,2019-09-08
3538,14.9,2019-09-09
3539,17.2,2019-09-10
3540,19.0,2019-09-11
3541,16.6,2019-09-12
3542,17.7,2019-09-13
3543,18.2,2019-09-14
3544,19.6,2019-09-15
3545,12.5,2019-09-16
3546,3.1,2019-09-17
3547,5.4,2019-09-18
3548,15.7,2019-09-19
3549,17.1,2019-09-20
3550,15.8,2019-09-21
3551,15.8,2019-09-22
3552,15.3,2019-09-23
3553,21.6,2019-09-24
3554,21.0,2019-09-25
3555,17.5,2019-09-26
3556,21.6,2019-09-27
3557,21.1,2019-09-28
3558,21.9,2019-09-29
3559,14.1,2019-09-30
3560,17.8,2019-10-01
3561,23.0,2019-10-02
3562,23.2,2019-10-03
3563,23.1,2019-10-04
3564,7.6,2019-10-05
3565,17.6,2019-10-06
3566,19.7,2019-10-07
3567,16.5,2019-10-08
3568,22.0,2019-10-09
3569,22.0,2019-10-10
3570,14.5,2019-10-11
3571,16.5,2019-10-12
3572,18.8,2019-10-13
3573,21.9,2019-10-14
3574,24.8,2019-10-15
3575,20.9,2019-10-16
3576,25.7,2019-10-17
3577,25.9,2019-10-18
3578,23.7,2019-10-19
3579,26.3,2019-10-20
3580,26.4,2019-10-21
3581,26.6,2019-10-22
3582,26.6,2019-10-23
3583,25.7,2019-10-24
3584,24.1,2019-10-25
3585,23.7,2019-10-26
3586,27.2,2019-10-27
3587,23.9,2019-10-28
3588,27.4,2019-10-29
3589,22.7,2019-10-30
3590,26.4,2019-10-31
3591,27.5,2019-11-01
3592,25.2,2019-11-02
3593,17.4,2019-11-03
3594,25.1,2019-11-04
3595,18.3,2019-11-05
3596,28.7,2019-11-06
3597,28.6,2019-11-07
3598,28.3,2019-11-08
3599,28.8,2019-11-09
3600,28.5,2019-11-10
3601,28.8,2019-11-11
3602,28.6,2019-11-12
3603,29.6,2019-11-13
3604,29.2,2019-11-14
3605,28.9,2019-11-15
3606,24.4,2019-11-16
3607,18.9,2019-11-17
3608,27.7,2019-11-18
3609,29.7,2019-11-19
3610,21.5,2019-11-20
3611,28.8,2019-11-21
3612,19.3,2019-11-22
3613,10.8,2019-11-23
3614,14.6,2019-11-24
3615,16.6,2019-11-25
3616,22.7,2019-11-26
3617,30.8,2019-11-27
3618,30.6,2019-11-28
3619,25.8,2019-11-29
3620,11.8,2019-11-30
3621,21.8,2019-12-01
3622,21.7,2019-12-02
3623,27.8,2019-12-03
3624,25.9,2019-12-04
3625,26.2,2019-12-05
3626,19.2,2019-12-06
3627,26.8,2019-12-07
3628,23.5,2019-12-08
3629,24.9,2019-12-09
3630,25.2,2019-12-10
3631,19.2,2019-12-11
3632,18.5,2019-12-12
3633,18.5,2019-12-13
3634,27.7,2019-12-14
3635,23.9,2019-12-15
3636,25.2,2019-12-16
3637,31.6,2019-12-17
3638,31.0,2019-12-18
3639,24.7,2019-12-19
3640,30.4,2019-12-20
3641,27.2,2019-12-21
3642,12.9,2019-12-22
3643,17.3,2019-12-23
3644,12.7,2019-12-24
3645,24.3,2019-12-25
3646,31.0,2019-12-26
3647,30.8,2019-12-27
3648,30.6,2019-12-28
3649,20.7,2019-12-29
3650,26.8,2019-12-30
3651,28.2,2019-12-31
3652,28.1,2020-01-01
3653,20.5,2020-01-02
3654,28.2,2020-01-03
3655,30.2,2020-01-04
3656,19.6,2020-01-05
3657,5.4,2020-01-06
3658,17.5,2020-01-07
3659,19.4,2020-01-08
3660,11.8,2020-01-09
3661,27.6,2020-01-10
3662,6.8,2020-01-11
3663,3.1,2020-01-12
3664,20.4,2020-01-13
3665,25.6,2020-01-14
3666,24.4,2020-01-15
3667,9.0,2020-01-16
3668,5.1,2020-01-17
3669,8.4,2020-01-18
3670,9.8,2020-01-19
3671,22.4,2020-01-20
3672,30.9,2020-01-21
3673,30.7,2020-01-22
3674,24.2,2020-01-23
3675,12.4,2020-01-24
3676,19.2,2020-01-25
3677,25.8,2020-01-26
3678,26.9,2020-01-27
3679,22.8,2020-01-28
3680,20.3,2020-01-29
3681,28.5,2020-01-30
3682,28.5,2020-01-31
3683,29.7,2020-02-01
3684,22.1,2020-02-02
3685,21.9,2020-02-03
3686,17.0,2020-02-04
3687,23.9,2020-02-05
3688,7.7,2020-02-06
3689,3.7,2020-02-07
3690,5.5,2020-02-08
3691,1.0,2020-02-09
3692,20.4,2020-02-10
3693,25.7,2020-02-11
3694,15.4,2020-02-12
3695,11.7,2020-02-13
3696,25.9,2020-02-14
3697,21.4,2020-02-15
3698,20.9,2020-02-16
3699,13.1,2020-02-17
3700,21.7,2020-02-18
3701,24.1,2020-02-19
3702,22.9,2020-02-20
3703,17.9,2020-02-21
3704,8.7,2020-02-22
3705,11.2,2020-02-23
3706,21.1,2020-02-24
3707,25.5,2020-02-25
3708,18.8,2020-02-26
3709,18.1,2020-02-27
3710,24.4,2020-02-28
3711,21.6,2020-02-29
3712,25.0,2020-03-01
3713,23.6,2020-03-02
3714,4.1,2020-03-03
3715,6.9,2020-03-04
3716,4.0,2020-03-05
3717,18.8,2020-03-06
3718,15.4,2020-03-07
3719,13.6,2020-03-08
3720,16.5,2020-03-09
3721,17.6,2020-03-10
3722,18.7,2020-03-11
3723,20.1,2020-03-12
3724,22.7,2020-03-13
3725,1.8,2020-03-14
3726,12.4,2020-03-15
3727,14.0,2020-03-16
3728,14.4,2020-03-17
3729,21.7,2020-03-18
3730,21.5,2020-03-19
3731,20.7,2020-03-20
3732,16.8,2020-03-21
3733,20.9,2020-03-22
3734,16.2,2020-03-23
3735,10.3,2020-03-24
3736,10.1,2020-03-25
3737,9.7,2020-03-26
3738,15.3,2020-03-27
3739,13.1,2020-03-28
3740,12.6,2020-03-29
3741,8.6,2020-03-30
3742,17.3,2020-03-31
3743,6.7,2020-04-01
3744,7.0,2020-04-02
3745,12.6,2020-04-03
3746,16.9,2020-04-04
3747,18.3,2020-04-05
3748,16.4,2020-04-06
3749,12.1,2020-04-07
3750,5.4,2020-04-08
3751,11.6,2020-04-09
3752,7.7,2020-04-10
3753,17.3,2020-04-11
3754,17.1,2020-04-12
3755,16.0,2020-04-13
3756,16.8,2020-04-14
3757,16.5,2020-04-15
3758,4.9,2020-04-16
3759,16.3,2020-04-17
3760,16.1,2020-04-18
3761,13.7,2020-04-19
3762,5.6,2020-04-20
3763,15.7,2020-04-21
3764,15.5,2020-04-22
3765,15.3,2020-04-23
3766,15.2,2020-04-24
3767,15.1,2020-04-25
3768,10.0,2020-04-26
3769,8.0,2020-04-27
3770,7.1,2020-04-28
3771,9.3,2020-04-29
3772,4.0,2020-04-30
3773,13.7,2020-05-01
3774,13.3,2020-05-02
3775,14.0,2020-05-03
3776,13.5,2020-05-04
3777,11.0,2020-05-05
3778,13.6,2020-05-06
3779,11.8,2020-05-07
3780,13.4,2020-05-08
3781,11.3,2020-05-09
3782,13.1,2020-05-10
3783,13.0,2020-05-11
3784,12.6,2020-05-12
3785,10.0,2020-05-13
3786,9.8,2020-05-14
3787,9.3,2020-05-15
3788,10.4,2020-05-16
3789,9.7,2020-05-17
3790,7.4,2020-05-18
3791,11.7,2020-05-19
3792,11.3,2020-05-20
3793,6.0,2020-05-21
3794,8.2,2020-05-22
3795,7.1,2020-05-23
3796,8.4,2020-05-24
3797,5.4,2020-05-25
3798,7.1,2020-05-26
3799,9.9,2020-05-27
3800,10.8,2020-05-28
3801,6.3,2020-05-29
3802,11.3,2020-05-30
3803,7.5,2020-05-31
3804,11.0,2020-06-01
3805,7.7,2020-06-02
3806,10.9,2020-06-03
3807,10.0,2020-06-04
3808,11.2,2020-06-05
3809,11.0,2020-06-06
3810,7.9,2020-06-07
3811,10.6,2020-06-08
3812,9.8,2020-06-09
3813,5.2,2020-06-10
3814,10.1,2020-06-11
3815,4.5,2020-06-12
3816,10.5,2020-06-13
3817,10.0,2020-06-14
3818,11.0,2020-06-15
3819,10.9,2020-06-16
3820,6.3,2020-06-17
3821,9.9,2020-06-18
3822,10.9,2020-06-19
3823,9.8,2020-06-20
3824,8.3,2020-06-21
3825,9.6,2020-06-22
3826,10.4,2020-06-23
3827,10.0,2020-06-24
3828,11.0,2020-06-25
3829,10.2,2020-06-26
3830,9.1,2020-06-27
3831,9.8,2020-06-28
3832,9.2,2020-06-29
3833,11.1,2020-06-30
3834,11.1,2020-07-01
3835,10.6,2020-07-02
3836,10.8,2020-07-03
3837,11.1,2020-07-04
3838,11.2,2020-07-05
3839,11.3,2020-07-06
3840,8.8,2020-07-07
3841,6.1,2020-07-08
3842,11.1,2020-07-09
3843,7.5,2020-07-10
3844,6.6,2020-07-11
3845,9.5,2020-07-12
3846,10.5,2020-07-13
3847,8.9,2020-07-14
3848,8.0,2020-07-15
3849,9.7,2020-07-16
3850,8.3,2020-07-17
3851,10.5,2020-07-18
3852,11.4,2020-07-19
3853,12.3,2020-07-20
3854,12.1,2020-07-21
3855,12.0,2020-07-22
3856,12.5,2020-07-23
3857,12.3,2020-07-24
3858,9.4,2020-07-25
3859,3.2,2020-07-26
3860,4.0,2020-07-27
3861,8.7,2020-07-28
3862,11.2,2020-07-29
3863,12.3,2020-07-30
3864,13.0,2020-07-31
3865,13.4,2020-08-01
3866,13.1,2020-08-02
3867,12.5,2020-08-03
3868,12.4,2020-08-04
3869,13.8,2020-08-05
3870,13.8,2020-08-06
3871,4.0,2020-08-07
3872,8.1,2020-08-08
3873,8.6,2020-08-09
3874,12.1,2020-08-10
3875,11.3,2020-08-11
3876,9.3,2020-08-12
3877,14.8,2020-08-13
3878,8.6,2020-08-14
3879,13.2,2020-08-15
3880,15.2,2020-08-16
3881,15.4,2020-08-17
3882,14.0,2020-08-18
3883,14.2,2020-08-19
3884,15.7,2020-08-20
3885,14.4,2020-08-21
3886,15.3,2020-08-22
3887,16.2,2020-08-23
3888,16.4,2020-08-24
3889,15.9,2020-08-25
3890,16.6,2020-08-26
3891,16.8,2020-08-27
3892,16.9,2020-08-28
3893,17.0,2020-08-29
3894,17.2,2020-08-30
3895,17.0,2020-08-31
3896,15.0,2020-09-01
3897,15.6,2020-09-02
3898,16.3,2020-09-03
3899,4.7,2020-09-04
3900,17.7,2020-09-05
3901,14.9,2020-09-06
3902,18.5,2020-09-07
3903,18.3,2020-09-08
3904,4.8,2020-09-09
3905,16.7,2020-09-10
3906,13.4,2020-09-11
3907,19.4,2020-09-12
3908,13.5,2020-09-13
3909,19.7,2020-09-14
3910,14.7,2020-09-15
3911,19.5,2020-09-16
3912,19.4,2020-09-17
3913,6.1,2020-09-18
3914,12.5,2020-09-19
3915,10.2,2020-09-20
3916,16.6,2020-09-21
3917,21.3,2020-09-22
3918,20.8,2020-09-23
3919,21.5,2020-09-24
3920,16.7,2020-09-25
3921,22.1,2020-09-26
3922,18.8,2020-09-27
3923,22.4,2020-09-28
3924,18.1,2020-09-29
3925,11.7,2020-09-30
3926,22.5,2020-10-01
3927,23.2,2020-10-02
3928,23.3,2020-10-03
3929,23.2,2020-10-04
3930,23.6,2020-10-05
3931,9.5,2020-10-06
3932,6.8,2020-10-07
3933,13.1,2020-10-08
3934,22.3,2020-10-09
3935,24.5,2020-10-10
3936,19.6,2020-10-11
3937,19.4,2020-10-12
3938,25.1,2020-10-13
3939,17.9,2020-10-14
3940,23.8,2020-10-15
3941,10.0,2020-10-16
3942,16.3,2020-10-17
3943,15.6,2020-10-18
3944,20.5,2020-10-19
3945,14.4,2020-10-20
3946,26.1,2020-10-21
3947,20.4,2020-10-22
3948,25.9,2020-10-23
3949,7.9,2020-10-24
3950,6.4,2020-10-25
3951,8.9,2020-10-26
3952,15.1,2020-10-27
3953,16.0,2020-10-28
3954,14.8,2020-10-29
3955,24.6,2020-10-30
3956,18.0,2020-10-31
3957,13.3,2020-11-01
3958,19.0,2020-11-02
3959,27.2,2020-11-03
3960,26.3,2020-11-04
3961,3.6,2020-11-05
3962,25.1,2020-11-06
3963,22.4,2020-11-07
3964,24.3,2020-11-08
3965,19.3,2020-11-09
3966,28.5,2020-11-10
3967,29.5,2020-11-11
3968,20.2,2020-11-12
3969,15.9,2020-11-13
3970,29.6,2020-11-14
3971,30.0,2020-11-15
3972,26.1,2020-11-16
3973,23.3,2020-11-17
3974,21.0,2020-11-18
3975,29.0,2020-11-19
3976,24.9,2020-11-20
3977,23.7,2020-11-21
3978,19.6,2020-11-22
3979,7.7,2020-11-23
3980,26.6,2020-11-24
3981,18.3,2020-11-25
3982,31.0,2020-11-26
3983,27.5,2020-11-27
3984,30.2,2020-11-28
3985,22.3,2020-11-29
3986,16.7,2020-11-30
3987,26.6,2020-12-01
3988,15.5,2020-12-02
3989,4.5,2020-12-03
3990,31.6,2020-12-04
3991,8.2,2020-12-05
3992,31.7,2020-12-06
3993,31.7,2020-12-07
3994,30.6,2020-12-08
3995,31.8,2020-12-09
3996,25.8,2020-12-10
3997,17.3,2020-12-11
3998,18.8,2020-12-12
3999,21.9,2020-12-13
4000,13.4,2020-12-14
4001,11.3,2020-12-15
4002,19.1,2020-12-16
4003,26.3,2020-12-17
4004,14.1,2020-12-18
4005,6.0,2020-12-19
4006,11.6,2020-12-20
4007,7.3,2020-12-21
4008,18.1,2020-12-22
4009,29.1,2020-12-23
4010,29.1,2020-12-24
4011,6.1,2020-12-25
4012,13.9,2020-12-26
4013,31.1,2020-12-27
4014,16.6,2020-12-28
4015,5.1,2020-12-29
4016,8.9,2020-12-30
4017,11.0,2020-12-31
4018,5.3,2021-01-01
4019,10.0,2021-01-02
4020,12.1,2021-01-03
4021,11.1,2021-01-04
4022,25.0,2021-01-05
4023,16.3,2021-01-06
4024,19.3,2021-01-07
4025,15.1,2021-01-08
4026,26.8,2021-01-09
4027,31.5,2021-01-10
4028,31.4,2021-01-11
4029,27.9,2021-01-12
4030,30.9,2021-01-13
4031,29.6,2021-01-14
4032,29.2,2021-01-15
4033,31.2,2021-01-16
4034,28.9,2021-01-17
4035,30.9,2021-01-18
4036,11.5,2021-01-19
4037,9.6,2021-01-20
4038,30.5,2021-01-21
4039,29.3,2021-01-22
4040,28.5,2021-01-23
4041,30.1,2021-01-24
4042,28.8,2021-01-25
4043,26.7,2021-01-26
4044,2.9,2021-01-27
