,DAILY_RAINFALL,DATE
2066,0.0,2015-08-29
2067,0.0,2015-08-30
2068,0.0,2015-08-31
2069,0.0,2015-09-01
2070,0.0,2015-09-02
2071,1.6,2015-09-03
2072,1.2,2015-09-04
2073,0.2,2015-09-05
2074,0.2,2015-09-06
2075,10.2,2015-09-07
2076,0.0,2015-09-08
2077,0.0,2015-09-09
2078,0.0,2015-09-10
2079,0.0,2015-09-11
2080,0.0,2015-09-12
2081,0.0,2015-09-13
2082,0.0,2015-09-14
2083,0.0,2015-09-15
2084,0.0,2015-09-16
2085,0.0,2015-09-17
2086,3.0,2015-09-18
2087,3.2,2015-09-19
2088,3.4,2015-09-20
2089,0.2,2015-09-21
2090,0.2,2015-09-22
2091,0.0,2015-09-23
2092,0.0,2015-09-24
2093,1.6,2015-09-25
2094,7.0,2015-09-26
2095,1.4,2015-09-27
2096,0.0,2015-09-28
2097,0.0,2015-09-29
2098,0.0,2015-09-30
2099,0.0,2015-10-01
2100,0.0,2015-10-02
2101,0.0,2015-10-03
2102,0.0,2015-10-04
2103,0.0,2015-10-05
2104,0.0,2015-10-06
2105,0.0,2015-10-07
2106,0.0,2015-10-08
2107,0.0,2015-10-09
2108,0.0,2015-10-10
2109,0.0,2015-10-11
2110,2.8,2015-10-12
2111,0.0,2015-10-13
2112,1.4,2015-10-14
2113,0.0,2015-10-15
2114,0.0,2015-10-16
2115,0.0,2015-10-17
2116,1.0,2015-10-18
2117,0.0,2015-10-19
2118,0.0,2015-10-20
2119,10.0,2015-10-21
2120,1.8,2015-10-22
2121,17.0,2015-10-23
2122,0.0,2015-10-24
2123,0.0,2015-10-25
2124,0.0,2015-10-26
2125,7.6,2015-10-27
2126,0.0,2015-10-28
2127,0.0,2015-10-29
2128,0.0,2015-10-30
2129,0.0,2015-10-31
2130,0.0,2015-11-01
2131,15.4,2015-11-02
2132,0.0,2015-11-03
2133,3.2,2015-11-04
2134,18.4,2015-11-05
2135,13.0,2015-11-06
2136,0.8,2015-11-07
2137,0.0,2015-11-08
2138,0.2,2015-11-09
2139,0.0,2015-11-10
2140,0.0,2015-11-11
2141,0.8,2015-11-12
2142,3.8,2015-11-13
2143,20.0,2015-11-14
2144,20.0,2015-11-15
2145,1.0,2015-11-16
2146,0.0,2015-11-17
2147,0.0,2015-11-18
2148,0.0,2015-11-19
2149,0.0,2015-11-20
2150,0.0,2015-11-21
2151,0.0,2015-11-22
2152,0.0,2015-11-23
2153,0.0,2015-11-24
2154,0.0,2015-11-25
2155,0.0,2015-11-26
2156,0.0,2015-11-27
2157,0.0,2015-11-28
2158,1.2,2015-11-29
2159,0.0,2015-11-30
2160,0.0,2015-12-01
2161,0.0,2015-12-02
2162,0.0,2015-12-03
2163,0.0,2015-12-04
2164,0.0,2015-12-05
2165,0.0,2015-12-06
2166,0.0,2015-12-07
2167,0.0,2015-12-08
2168,1.8,2015-12-09
2169,10.6,2015-12-10
2170,0.0,2015-12-11
2171,0.0,2015-12-12
2172,0.0,2015-12-13
2173,0.0,2015-12-14
2174,0.0,2015-12-15
2175,2.4,2015-12-16
2176,0.0,2015-12-17
2177,0.0,2015-12-18
2178,0.0,2015-12-19
2179,0.0,2015-12-20
2180,0.0,2015-12-21
2181,11.5,2015-12-22
2182,23.0,2015-12-23
2183,0.0,2015-12-24
2184,0.0,2015-12-25
2185,0.0,2015-12-26
2186,2.4,2015-12-27
2187,0.4,2015-12-28
2188,0.0,2015-12-29
2189,0.0,2015-12-30
2190,0.0,2015-12-31
2191,0.0,2016-01-01
2192,0.0,2016-01-02
2193,0.0,2016-01-03
2194,14.0,2016-01-04
2195,39.0,2016-01-05
2196,31.6,2016-01-06
2197,19.8,2016-01-07
2198,0.0,2016-01-08
2199,0.0,2016-01-09
2200,0.0,2016-01-10
2201,0.0,2016-01-11
2202,0.0,2016-01-12
2203,0.0,2016-01-13
2204,0.2,2016-01-14
2205,45.6,2016-01-15
2206,2.2,2016-01-16
2207,0.2,2016-01-17
2208,0.0,2016-01-18
2209,0.0,2016-01-19
2210,0.0,2016-01-20
2211,0.0,2016-01-21
2212,29.6,2016-01-22
2213,15.6,2016-01-23
2214,0.8,2016-01-24
2215,0.0,2016-01-25
2216,3.8,2016-01-26
2217,0.6,2016-01-27
2218,0.0,2016-01-28
2219,0.0,2016-01-29
2220,33.6,2016-01-30
2221,25.4,2016-01-31
2222,0.0,2016-02-01
2223,1.2,2016-02-02
2224,0.0,2016-02-03
2225,1.2,2016-02-04
2226,0.4,2016-02-05
2227,0.2,2016-02-06
2228,1.6,2016-02-07
2229,0.0,2016-02-08
2230,0.0,2016-02-09
2231,0.0,2016-02-10
2232,0.0,2016-02-11
2233,0.0,2016-02-12
2234,0.0,2016-02-13
2235,0.0,2016-02-14
2236,0.0,2016-02-15
2237,0.0,2016-02-16
2238,0.0,2016-02-17
2239,0.0,2016-02-18
2240,0.0,2016-02-19
2241,0.0,2016-02-20
2242,2.8,2016-02-21
2243,1.4,2016-02-22
2244,0.0,2016-02-23
2245,0.0,2016-02-24
2246,0.0,2016-02-25
2247,0.0,2016-02-26
2248,2.2,2016-02-27
2249,0.0,2016-02-28
2250,0.0,2016-02-29
2251,0.2,2016-03-01
2252,0.8,2016-03-02
2253,0.0,2016-03-03
2254,0.0,2016-03-04
2255,0.0,2016-03-05
2256,0.0,2016-03-06
2257,0.0,2016-03-07
2258,0.0,2016-03-08
2259,0.0,2016-03-09
2260,0.0,2016-03-10
2261,0.0,2016-03-11
2262,0.0,2016-03-12
2263,0.0,2016-03-13
2264,0.0,2016-03-14
2265,1.2,2016-03-15
2266,9.0,2016-03-16
2267,5.4,2016-03-17
2268,0.2,2016-03-18
2269,0.2,2016-03-19
2270,0.0,2016-03-20
2271,6.2,2016-03-21
2272,0.4,2016-03-22
2273,0.0,2016-03-23
2274,0.0,2016-03-24
2275,0.0,2016-03-25
2276,0.0,2016-03-26
2277,0.0,2016-03-27
2278,0.0,2016-03-28
2279,0.0,2016-03-29
2280,4.4,2016-03-30
2281,0.0,2016-03-31
2282,0.0,2016-04-01
2283,0.0,2016-04-02
2284,0.0,2016-04-03
2285,3.8,2016-04-04
2286,0.8,2016-04-05
2287,0.0,2016-04-06
2288,0.0,2016-04-07
2289,0.0,2016-04-08
2290,0.2,2016-04-09
2291,0.0,2016-04-10
2292,0.0,2016-04-11
2293,0.0,2016-04-12
2294,0.0,2016-04-13
2295,1.6,2016-04-14
2296,0.0,2016-04-15
2297,0.0,2016-04-16
2298,0.0,2016-04-17
2299,0.0,2016-04-18
2300,1.0,2016-04-19
2301,0.2,2016-04-20
2302,0.0,2016-04-21
2303,0.0,2016-04-22
2304,0.8,2016-04-23
2305,8.2,2016-04-24
2306,0.0,2016-04-25
2307,0.0,2016-04-26
2308,0.0,2016-04-27
2309,0.0,2016-04-28
2310,0.0,2016-04-29
2311,0.0,2016-04-30
2312,4.4,2016-05-01
2313,0.0,2016-05-02
2314,0.0,2016-05-03
2315,0.0,2016-05-04
2316,0.0,2016-05-05
2317,0.0,2016-05-06
2318,0.0,2016-05-07
2319,0.0,2016-05-08
2320,2.8,2016-05-09
2321,0.6,2016-05-10
2322,0.0,2016-05-11
2323,0.0,2016-05-12
2324,0.0,2016-05-13
2325,0.0,2016-05-14
2326,0.0,2016-05-15
2327,0.0,2016-05-16
2328,0.0,2016-05-17
2329,0.0,2016-05-18
2330,0.0,2016-05-19
2331,0.0,2016-05-20
2332,0.0,2016-05-21
2333,0.0,2016-05-22
2334,0.0,2016-05-23
2335,0.0,2016-05-24
2336,0.0,2016-05-25
2337,0.4,2016-05-26
2338,0.0,2016-05-27
2339,0.0,2016-05-28
2340,5.8,2016-05-29
2341,0.0,2016-05-30
2342,0.0,2016-05-31
2343,5.2,2016-06-01
2344,0.0,2016-06-02
2345,0.0,2016-06-03
2346,24.2,2016-06-04
2347,141.0,2016-06-05
2348,127.4,2016-06-06
2349,0.0,2016-06-07
2350,0.0,2016-06-08
2351,0.0,2016-06-09
2352,0.0,2016-06-10
2353,0.0,2016-06-11
2354,0.0,2016-06-12
2355,0.0,2016-06-13
2356,0.0,2016-06-14
2357,0.0,2016-06-15
2358,0.0,2016-06-16
2359,0.0,2016-06-17
2360,4.0,2016-06-18
2361,0.0,2016-06-19
2362,29.4,2016-06-20
2363,0.0,2016-06-21
2364,0.0,2016-06-22
2365,0.0,2016-06-23
2366,0.0,2016-06-24
2367,0.0,2016-06-25
2368,0.0,2016-06-26
2369,0.0,2016-06-27
2370,1.6,2016-06-28
2371,0.0,2016-06-29
2372,0.0,2016-06-30
2373,0.0,2016-07-01
2374,0.0,2016-07-02
2375,0.0,2016-07-03
2376,0.0,2016-07-04
2377,4.2,2016-07-05
2378,0.4,2016-07-06
2379,6.6,2016-07-07
2380,16.8,2016-07-08
2381,12.4,2016-07-09
2382,1.2,2016-07-10
2383,0.0,2016-07-11
2384,0.0,2016-07-12
2385,0.0,2016-07-13
2386,0.0,2016-07-14
2387,0.0,2016-07-15
2388,0.0,2016-07-16
2389,1.2,2016-07-17
2390,0.2,2016-07-18
2391,0.0,2016-07-19
2392,16.0,2016-07-20
2393,12.8,2016-07-21
2394,0.4,2016-07-22
2395,3.2,2016-07-23
2396,0.0,2016-07-24
2397,0.0,2016-07-25
2398,0.0,2016-07-26
2399,0.0,2016-07-27
2400,0.0,2016-07-28
2401,0.0,2016-07-29
2402,0.0,2016-07-30
2403,0.0,2016-07-31
2404,0.0,2016-08-01
2405,0.6,2016-08-02
2406,17.4,2016-08-03
2407,13.8,2016-08-04
2408,1.8,2016-08-05
2409,0.2,2016-08-06
2410,0.0,2016-08-07
2411,0.2,2016-08-08
2412,0.0,2016-08-09
2413,0.0,2016-08-10
2414,0.0,2016-08-11
2415,0.0,2016-08-12
2416,0.0,2016-08-13
2417,0.0,2016-08-14
2418,0.0,2016-08-15
2419,0.0,2016-08-16
2420,0.0,2016-08-17
2421,0.0,2016-08-18
2422,0.0,2016-08-19
2423,2.0,2016-08-20
2424,0.0,2016-08-21
2425,0.0,2016-08-22
2426,5.2,2016-08-23
2427,1.6,2016-08-24
2428,56.4,2016-08-25
2429,0.2,2016-08-26
2430,0.0,2016-08-27
2431,0.0,2016-08-28
2432,0.0,2016-08-29
2433,0.0,2016-08-30
2434,0.0,2016-08-31
2435,0.0,2016-09-01
2436,8.6,2016-09-02
2437,23.0,2016-09-03
2438,0.0,2016-09-04
2439,0.0,2016-09-05
2440,0.0,2016-09-06
2441,0.0,2016-09-07
2442,0.0,2016-09-08
2443,0.0,2016-09-09
2444,1.4,2016-09-10
2445,0.0,2016-09-11
2446,0.0,2016-09-12
2447,0.0,2016-09-13
2448,2.2,2016-09-14
2449,0.0,2016-09-15
2450,0.2,2016-09-16
2451,0.0,2016-09-17
2452,0.0,2016-09-18
2453,11.4,2016-09-19
2454,0.0,2016-09-20
2455,0.0,2016-09-21
2456,0.6,2016-09-22
2457,0.0,2016-09-23
2458,0.2,2016-09-24
2459,0.2,2016-09-25
2460,0.2,2016-09-26
2461,0.0,2016-09-27
2462,0.0,2016-09-28
2463,2.4,2016-09-29
2464,0.4,2016-09-30
2465,0.0,2016-10-01
2466,0.0,2016-10-02
2467,0.0,2016-10-03
2468,0.0,2016-10-04
2469,0.0,2016-10-05
2470,0.0,2016-10-06
2471,0.0,2016-10-07
2472,0.0,2016-10-08
2473,0.0,2016-10-09
2474,0.0,2016-10-10
2475,0.2,2016-10-11
2476,0.0,2016-10-12
2477,0.0,2016-10-13
2478,0.0,2016-10-14
2479,0.0,2016-10-15
2480,0.0,2016-10-16
2481,0.0,2016-10-17
2482,3.6,2016-10-18
2483,0.0,2016-10-19
2484,0.0,2016-10-20
2485,0.0,2016-10-21
2486,10.4,2016-10-22
2487,2.2,2016-10-23
2488,0.0,2016-10-24
2489,0.0,2016-10-25
2490,0.0,2016-10-26
2491,0.0,2016-10-27
2492,0.0,2016-10-28
2493,1.0,2016-10-29
2494,0.0,2016-10-30
2495,0.0,2016-10-31
2496,0.0,2016-11-01
2497,0.0,2016-11-02
2498,0.0,2016-11-03
2499,0.0,2016-11-04
2500,0.0,2016-11-05
2501,0.0,2016-11-06
2502,0.0,2016-11-07
2503,0.0,2016-11-08
2504,1.8,2016-11-09
2505,3.2,2016-11-10
2506,0.0,2016-11-11
2507,6.2,2016-11-12
2508,0.0,2016-11-13
2509,0.0,2016-11-14
2510,0.8,2016-11-15
2511,0.0,2016-11-16
2512,0.0,2016-11-17
2513,0.0,2016-11-18
2514,0.0,2016-11-19
2515,0.0,2016-11-20
2516,0.0,2016-11-21
2517,0.0,2016-11-22
2518,0.0,2016-11-23
2519,2.0,2016-11-24
2520,0.0,2016-11-25
2521,0.0,2016-11-26
2522,0.0,2016-11-27
2523,0.0,2016-11-28
2524,0.0,2016-11-29
2525,0.0,2016-11-30
2526,0.0,2016-12-01
2527,0.2,2016-12-02
2528,0.0,2016-12-03
2529,0.0,2016-12-04
2530,1.0,2016-12-05
2531,7.4,2016-12-06
2532,3.8,2016-12-07
2533,0.0,2016-12-08
2534,0.0,2016-12-09
2535,0.0,2016-12-10
2536,0.0,2016-12-11
2537,0.0,2016-12-12
2538,0.0,2016-12-13
2539,0.0,2016-12-14
2540,1.8,2016-12-15
2541,17.4,2016-12-16
2542,14.2,2016-12-17
2543,0.0,2016-12-18
2544,0.0,2016-12-19
2545,0.0,2016-12-20
2546,0.0,2016-12-21
2547,0.2,2016-12-22
2548,0.0,2016-12-23
2549,0.0,2016-12-24
2550,7.0,2016-12-25
2551,0.0,2016-12-26
2552,0.8,2016-12-27
2553,0.0,2016-12-28
2554,0.0,2016-12-29
2555,0.0,2016-12-30
2556,0.0,2016-12-31
2557,0.0,2017-01-01
2558,1.0,2017-01-02
2559,0.0,2017-01-03
2560,0.6,2017-01-04
2561,0.4,2017-01-05
2562,9.4,2017-01-06
2563,21.8,2017-01-07
2564,0.0,2017-01-08
2565,0.0,2017-01-09
2566,1.6,2017-01-10
2567,0.0,2017-01-11
2568,0.0,2017-01-12
2569,0.0,2017-01-13
2570,0.0,2017-01-14
2571,0.0,2017-01-15
2572,0.2,2017-01-16
2573,0.0,2017-01-17
2574,0.0,2017-01-18
2575,0.0,2017-01-19
2576,0.0,2017-01-20
2577,8.4,2017-01-21
2578,0.0,2017-01-22
2579,0.0,2017-01-23
2580,0.0,2017-01-24
2581,4.6,2017-01-25
2582,0.0,2017-01-26
2583,0.0,2017-01-27
2584,0.0,2017-01-28
2585,0.0,2017-01-29
2586,0.0,2017-01-30
2587,0.0,2017-01-31
2588,0.0,2017-02-01
2589,0.4,2017-02-02
2590,0.0,2017-02-03
2591,0.2,2017-02-04
2592,0.0,2017-02-05
2593,0.0,2017-02-06
2594,0.0,2017-02-07
2595,16.6,2017-02-08
2596,4.2,2017-02-09
2597,0.0,2017-02-10
2598,0.0,2017-02-11
2599,0.0,2017-02-12
2600,0.0,2017-02-13
2601,0.0,2017-02-14
2602,0.0,2017-02-15
2603,0.0,2017-02-16
2604,0.0,2017-02-17
2605,8.8,2017-02-18
2606,1.6,2017-02-19
2607,0.0,2017-02-20
2608,0.0,2017-02-21
2609,0.0,2017-02-22
2610,0.0,2017-02-23
2611,0.0,2017-02-24
2612,0.0,2017-02-25
2613,37.4,2017-02-26
2614,6.0,2017-02-27
2615,5.4,2017-02-28
2616,23.2,2017-03-01
2617,5.0,2017-03-02
2618,18.0,2017-03-03
2619,34.0,2017-03-04
2620,7.4,2017-03-05
2621,0.0,2017-03-06
2622,0.6,2017-03-07
2623,0.8,2017-03-08
2624,2.0,2017-03-09
2625,0.4,2017-03-10
2626,0.0,2017-03-11
2627,0.0,2017-03-12
2628,0.0,2017-03-13
2629,1.2,2017-03-14
2630,18.8,2017-03-15
2631,10.4,2017-03-16
2632,10.4,2017-03-17
2633,24.2,2017-03-18
2634,14.2,2017-03-19
2635,0.8,2017-03-20
2636,0.2,2017-03-21
2637,8.0,2017-03-22
2638,13.6,2017-03-23
2639,8.4,2017-03-24
2640,0.0,2017-03-25
2641,0.0,2017-03-26
2642,0.0,2017-03-27
2643,0.0,2017-03-28
2644,0.0,2017-03-29
2645,0.0,2017-03-30
2646,29.2,2017-03-31
2647,0.0,2017-04-01
2648,0.8,2017-04-02
2649,11.2,2017-04-03
2650,13.8,2017-04-04
2651,2.6,2017-04-05
2652,0.0,2017-04-06
2653,0.0,2017-04-07
2654,0.0,2017-04-08
2655,0.0,2017-04-09
2656,10.0,2017-04-10
2657,0.0,2017-04-11
2658,0.0,2017-04-12
2659,0.8,2017-04-13
2660,0.0,2017-04-14
2661,0.0,2017-04-15
2662,0.0,2017-04-16
2663,0.0,2017-04-17
2664,0.0,2017-04-18
2665,0.0,2017-04-19
2666,0.2,2017-04-20
2667,0.0,2017-04-21
2668,0.0,2017-04-22
2669,0.0,2017-04-23
2670,0.0,2017-04-24
2671,0.0,2017-04-25
2672,0.6,2017-04-26
2673,1.0,2017-04-27
2674,0.2,2017-04-28
2675,0.0,2017-04-29
2676,0.0,2017-04-30
2677,0.0,2017-05-01
2678,0.0,2017-05-02
2679,0.0,2017-05-03
2680,0.4,2017-05-04
2681,0.0,2017-05-05
2682,0.0,2017-05-06
2683,0.0,2017-05-07
2684,0.0,2017-05-08
2685,0.0,2017-05-09
2686,0.0,2017-05-10
2687,0.0,2017-05-11
2688,0.0,2017-05-12
2689,0.0,2017-05-13
2690,0.0,2017-05-14
2691,0.0,2017-05-15
2692,0.0,2017-05-16
2693,0.0,2017-05-17
2694,0.0,2017-05-18
2695,0.0,2017-05-19
2696,6.6,2017-05-20
2697,0.0,2017-05-21
2698,0.0,2017-05-22
2699,0.0,2017-05-23
2700,2.2,2017-05-24
2701,0.0,2017-05-25
2702,0.0,2017-05-26
2703,0.0,2017-05-27
2704,0.0,2017-05-28
2705,0.0,2017-05-29
2706,0.6,2017-05-30
2707,0.0,2017-05-31
2708,0.0,2017-06-01
2709,0.0,2017-06-02
2710,0.0,2017-06-03
2711,0.0,2017-06-04
2712,0.0,2017-06-05
2713,0.0,2017-06-06
2714,18.8,2017-06-07
2715,60.6,2017-06-08
2716,4.4,2017-06-09
2717,18.6,2017-06-10
2718,0.4,2017-06-11
2719,0.0,2017-06-12
2720,0.2,2017-06-13
2721,0.0,2017-06-14
2722,0.0,2017-06-15
2723,0.0,2017-06-16
2724,0.2,2017-06-17
2725,0.0,2017-06-18
2726,0.0,2017-06-19
2727,0.0,2017-06-20
2728,0.0,2017-06-21
2729,0.0,2017-06-22
2730,0.0,2017-06-23
2731,0.0,2017-06-24
2732,0.0,2017-06-25
2733,0.0,2017-06-26
2734,0.0,2017-06-27
2735,0.0,2017-06-28
2736,0.6,2017-06-29
2737,0.0,2017-06-30
2738,0.0,2017-07-01
2739,0.0,2017-07-02
2740,0.0,2017-07-03
2741,0.4,2017-07-04
2742,0.0,2017-07-05
2743,0.0,2017-07-06
2744,0.0,2017-07-07
2745,0.0,2017-07-08
2746,0.0,2017-07-09
2747,0.0,2017-07-10
2748,0.0,2017-07-11
2749,0.0,2017-07-12
2750,0.0,2017-07-13
2751,0.0,2017-07-14
2752,0.0,2017-07-15
2753,0.0,2017-07-16
2754,0.0,2017-07-17
2755,0.0,2017-07-18
2756,0.0,2017-07-19
2757,0.0,2017-07-20
2758,0.0,2017-07-21
2759,0.0,2017-07-22
2760,0.0,2017-07-23
2761,0.0,2017-07-24
2762,0.0,2017-07-25
2763,0.0,2017-07-26
2764,0.0,2017-07-27
2765,0.0,2017-07-28
2766,0.0,2017-07-29
2767,0.0,2017-07-30
2768,0.0,2017-07-31
2769,8.6,2017-08-01
2770,0.0,2017-08-02
2771,0.0,2017-08-03
2772,13.6,2017-08-04
2773,0.0,2017-08-05
2774,0.0,2017-08-06
2775,0.0,2017-08-07
2776,0.0,2017-08-08
2777,0.0,2017-08-09
2778,0.0,2017-08-10
2779,0.0,2017-08-11
2780,0.0,2017-08-12
2781,0.0,2017-08-13
2782,0.0,2017-08-14
2783,0.0,2017-08-15
2784,0.0,2017-08-16
2785,0.0,2017-08-17
2786,0.0,2017-08-18
2787,0.0,2017-08-19
2788,0.0,2017-08-20
2789,0.0,2017-08-21
2790,0.0,2017-08-22
2791,0.0,2017-08-23
2792,0.0,2017-08-24
2793,0.0,2017-08-25
2794,0.0,2017-08-26
2795,0.0,2017-08-27
2796,3.2,2017-08-28
2797,0.0,2017-08-29
2798,0.0,2017-08-30
2799,0.0,2017-08-31
2800,0.0,2017-09-01
2801,0.0,2017-09-02
2802,0.0,2017-09-03
2803,0.0,2017-09-04
2804,0.0,2017-09-05
2805,0.0,2017-09-06
2806,0.0,2017-09-07
2807,0.0,2017-09-08
2808,0.0,2017-09-09
2809,0.0,2017-09-10
2810,0.0,2017-09-11
2811,0.0,2017-09-12
2812,0.0,2017-09-13
2813,0.6,2017-09-14
2814,0.0,2017-09-15
2815,0.0,2017-09-16
2816,0.0,2017-09-17
2817,0.0,2017-09-18
2818,0.0,2017-09-19
2819,0.0,2017-09-20
2820,0.0,2017-09-21
2821,0.0,2017-09-22
2822,0.0,2017-09-23
2823,0.0,2017-09-24
2824,0.0,2017-09-25
2825,0.0,2017-09-26
2826,0.0,2017-09-27
2827,0.0,2017-09-28
2828,0.0,2017-09-29
2829,0.0,2017-09-30
2830,0.0,2017-10-01
2831,0.0,2017-10-02
2832,0.0,2017-10-03
2833,0.0,2017-10-04
2834,0.0,2017-10-05
2835,0.0,2017-10-06
2836,0.0,2017-10-07
2837,0.0,2017-10-08
2838,0.2,2017-10-09
2839,0.0,2017-10-10
2840,0.0,2017-10-11
2841,0.6,2017-10-12
2842,0.0,2017-10-13
2843,0.0,2017-10-14
2844,0.0,2017-10-15
2845,0.0,2017-10-16
2846,0.0,2017-10-17
2847,0.0,2017-10-18
2848,0.0,2017-10-19
2849,8.6,2017-10-20
2850,13.0,2017-10-21
2851,0.0,2017-10-22
2852,2.2,2017-10-23
2853,0.0,2017-10-24
2854,0.0,2017-10-25
2855,1.4,2017-10-26
2856,7.2,2017-10-27
2857,0.0,2017-10-28
2858,0.0,2017-10-29
2859,0.0,2017-10-30
2860,0.0,2017-10-31
2861,0.0,2017-11-01
2862,0.0,2017-11-02
2863,0.0,2017-11-03
2864,1.4,2017-11-04
2865,5.0,2017-11-05
2866,6.4,2017-11-06
2867,8.0,2017-11-07
2868,0.2,2017-11-08
2869,0.0,2017-11-09
2870,0.0,2017-11-10
2871,0.0,2017-11-11
2872,0.0,2017-11-12
2873,0.0,2017-11-13
2874,0.0,2017-11-14
2875,0.0,2017-11-15
2876,0.0,2017-11-16
2877,0.0,2017-11-17
2878,0.2,2017-11-18
2879,0.6,2017-11-19
2880,0.0,2017-11-20
2881,0.0,2017-11-21
2882,0.0,2017-11-22
2883,0.0,2017-11-23
2884,0.0,2017-11-24
2885,0.0,2017-11-25
2886,0.0,2017-11-26
2887,0.0,2017-11-27
2888,0.0,2017-11-28
2889,0.0,2017-11-29
2890,0.0,2017-11-30
2891,0.0,2017-12-01
2892,0.0,2017-12-02
2893,11.4,2017-12-03
2894,0.8,2017-12-04
2895,17.8,2017-12-05
2896,2.4,2017-12-06
2897,4.2,2017-12-07
2898,0.0,2017-12-08
2899,2.2,2017-12-09
2900,0.0,2017-12-10
2901,0.0,2017-12-11
2902,0.0,2017-12-12
2903,0.0,2017-12-13
2904,0.0,2017-12-14
2905,0.0,2017-12-15
2906,1.0,2017-12-16
2907,0.2,2017-12-17
2908,0.0,2017-12-18
2909,0.0,2017-12-19
2910,0.0,2017-12-20
2911,1.4,2017-12-21
2912,0.4,2017-12-22
2913,0.0,2017-12-23
2914,0.0,2017-12-24
2915,0.0,2017-12-25
2916,0.0,2017-12-26
