,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
10,2020-01-11,-17438.768930423637,8.951301472349256,9.30885444721882,9.480324065493296,9.137384828944345,2020-01-11 05:00:00,2020-01-11 04:30:00,9.02448056294395,9.149835124031513,9.307900255424522,9.003548347965612,2020-01-11 00:00:00,2020-01-11 12:00:00,0.05741538167445703,-20.185700564235074,0.21008556386802638,0.023615932368399466
11,2020-01-12,-17433.66486157107,8.947882803155975,9.060569338944513,9.236214155770305,8.88492452211872,2020-01-12 05:30:00,2020-01-12 04:30:00,8.859566553525,8.936811593663622,9.098100325934631,8.78897305111205,2020-01-12 09:30:00,2020-01-12 12:00:00,0.007344814365512659,0.0173152918675612,0.07344709267295331,0.008294666470899234
12,2020-01-13,-17492.88888660252,9.06796657166775,9.03798016555685,9.213380340515293,8.862999265346913,2020-01-13 05:30:00,2020-01-13 05:00:00,8.941309937889496,8.910779828737253,9.070510938991912,8.776542613099709,2020-01-13 11:00:00,2020-01-13 12:00:00,0.0018895578582620257,0.8615893832338941,0.033691152834282735,0.003788690124158164
13,2020-01-14,-17494.69493859752,9.149884173475744,9.092208108788048,9.266995455128043,8.91840665474528,2020-01-14 04:30:00,2020-01-14 04:30:00,9.020195089500518,8.96673995933602,9.126454921266628,8.858523271208442,2020-01-14 12:00:00,2020-01-14 12:00:00,0.0018985967489545796,0.8857682966228587,0.0356507478610573,0.0039497865668458795
14,2020-01-15,-17523.155735470096,9.161732941110003,9.040627679196971,9.212728074871881,8.868527283522061,2020-01-15 04:30:00,2020-01-15 04:30:00,9.04212643312394,8.948202657009308,9.102414076431904,8.870343191287715,2020-01-15 12:00:00,2020-01-15 11:00:00,0.009583790164373386,0.46092282836093057,0.08532827996583876,0.009414201333915954
15,2020-01-16,-17519.397242619616,9.139673242558434,9.128320498789723,9.301067220826944,8.955573776752502,2020-01-16 04:30:00,2020-01-16 04:30:00,9.084309919684811,9.027094824417205,9.185635903826663,8.93113779261254,2020-01-16 11:30:00,2020-01-16 12:00:00,0.0010073159558226684,0.9159632321853867,0.026770978526048705,0.002967545128553325
16,2020-01-17,-17474.018617382888,9.019904785295964,9.135450010926807,9.307702709826614,8.963197312026999,2020-01-17 04:30:00,2020-01-17 04:30:00,9.036242904462135,9.036240817958003,9.194196075182909,8.878285560733097,2020-01-17 11:00:00,2020-01-17 12:00:00,0.00337548016727985,0.6141001935517704,0.04219732003268498,0.004699204413763569
17,2020-01-18,-17483.030440412997,8.95489829380002,9.093220556221597,9.267043954040208,8.919397158402987,2020-01-18 07:00:00,2020-01-18 04:30:00,8.950164511205614,9.019016631375537,9.176608258096447,8.86398159120639,2020-01-18 09:30:00,2020-01-18 11:00:00,0.01024166957621865,-0.6707437662139102,0.08681682038938769,0.009764222362893435
18,2020-01-19,-17468.68899576111,8.990563646537591,9.014964670771882,9.19076247508475,8.839166866459014,2020-01-19 07:00:00,2020-01-19 05:00:00,8.879958153492371,8.951519163487873,9.102832705267856,8.803363390331109,2020-01-19 11:00:00,2020-01-19 09:30:00,0.003069624656279274,0.6577630873181064,0.045279728915330386,0.005119414733631982
19,2020-01-20,-17490.36729958359,9.188938987348305,8.999380811147141,9.17404505985873,8.824716562435551,2020-01-20 03:30:00,2020-01-20 05:00:00,9.094483854391582,8.940500063817899,9.094855307461676,8.814246903033165,2020-01-20 12:00:00,2020-01-20 11:00:00,0.01670664963347784,0.2837463863721904,0.1109225201554281,0.012224507451351058
20,2020-01-21,-17389.74218205055,9.202921923202794,9.074630610343574,9.249382208070328,8.89987901261682,2020-01-21 04:30:00,2020-01-21 04:30:00,9.013171537834168,9.023780590543733,9.179175569739668,8.896192740719858,2020-01-21 12:00:00,2020-01-21 11:00:00,0.00411939031022094,0.7876041942376646,0.05121586661241188,0.005647930904371014
21,2020-01-22,-17450.93073513034,9.365641817989403,9.118785156265908,9.296674418113481,8.941833640336192,2020-01-22 04:30:00,2020-01-22 05:30:00,9.126664154426885,9.011160331764668,9.17125275196144,8.922848397131403,2020-01-22 12:00:00,2020-01-22 12:00:00,0.017628499249169004,0.48536968142525205,0.10315637289066226,0.011192978502751472
22,2020-01-23,-17452.145166329177,9.497857930896355,9.246104650600095,9.423209599384355,9.068999701815835,2020-01-23 04:30:00,2020-01-23 04:30:00,9.368490472021133,9.09220040200694,9.253422065290376,8.95651152057814,2020-01-23 12:00:00,2020-01-23 12:00:00,0.03647130151761647,0.3685951024610995,0.15803906075992333,0.016895262318253043
23,2020-01-24,-17428.347576204204,9.215686058300935,9.441489698842988,9.62530161706337,9.257677780622606,2020-01-24 04:30:00,2020-01-24 04:30:00,9.1584468975166,9.307114770981041,9.473064903069739,9.141164638892343,2020-01-24 09:30:00,2020-01-24 12:00:00,0.02359852945814467,-2.9918493959540067,0.12302645210836649,0.013471524594722164
24,2020-01-25,-17396.38048765209,9.196457448607553,9.297312043626285,9.481762727090373,9.112861360162196,2020-01-25 05:30:00,2020-01-25 04:30:00,9.042714305580832,9.132729311588646,9.299385659275744,8.966072963901548,2020-01-25 12:00:00,2020-01-25 12:00:00,0.005709034209591665,0.649268241488978,0.06484273676777545,0.007170362675342555
25,2020-01-26,-17518.41947430097,9.291152322168353,9.291894446721752,9.472187591459944,9.11160130198356,2020-01-26 05:30:00,2020-01-26 04:30:00,9.16298562709937,9.134210119696531,9.297058516249724,8.971361723143339,2020-01-26 12:00:00,2020-01-26 12:00:00,0.001055280584064981,0.9639303781590164,0.023267305785882986,0.002584748303992204
